Direction,N,MAE,RMSE,Bias
improving,121,6.270630684147098,7.816796833611177,5.788889125357047
stable,956,2.7556460706269474,3.941967580903863,0.22185710873425202
worsening,119,7.854411635879522,10.06279348904958,-7.668495631245004
