condition,model,params,val_bacc
prior_cesd only,ElasticNet,"C=0.001,l1r=0.1",0.5052
prior_cesd only,ElasticNet,"C=0.001,l1r=0.5",0.5052
prior_cesd only,ElasticNet,"C=0.001,l1r=0.9",0.4955
prior_cesd only,ElasticNet,"C=0.001,l1r=0.99",0.4955
prior_cesd only,ElasticNet,"C=0.005,l1r=0.1",0.5052
prior_cesd only,ElasticNet,"C=0.005,l1r=0.5",0.5052
prior_cesd only,ElasticNet,"C=0.005,l1r=0.9",0.5052
prior_cesd only,ElasticNet,"C=0.005,l1r=0.99",0.5052
prior_cesd only,ElasticNet,"C=0.01,l1r=0.1",0.5052
prior_cesd only,ElasticNet,"C=0.01,l1r=0.5",0.5052
prior_cesd only,ElasticNet,"C=0.01,l1r=0.9",0.5052
prior_cesd only,ElasticNet,"C=0.01,l1r=0.99",0.5052
prior_cesd only,ElasticNet,"C=0.05,l1r=0.1",0.5052
prior_cesd only,ElasticNet,"C=0.05,l1r=0.5",0.5052
prior_cesd only,ElasticNet,"C=0.05,l1r=0.9",0.5052
prior_cesd only,ElasticNet,"C=0.05,l1r=0.99",0.5052
prior_cesd only,ElasticNet,"C=0.1,l1r=0.1",0.5052
prior_cesd only,ElasticNet,"C=0.1,l1r=0.5",0.5052
prior_cesd only,ElasticNet,"C=0.1,l1r=0.9",0.5052
prior_cesd only,ElasticNet,"C=0.1,l1r=0.99",0.5052
prior_cesd only,ElasticNet,"C=0.5,l1r=0.1",0.5052
prior_cesd only,ElasticNet,"C=0.5,l1r=0.5",0.5052
prior_cesd only,ElasticNet,"C=0.5,l1r=0.9",0.5052
prior_cesd only,ElasticNet,"C=0.5,l1r=0.99",0.5052
prior_cesd only,ElasticNet,"C=1.0,l1r=0.1",0.5052
prior_cesd only,ElasticNet,"C=1.0,l1r=0.5",0.5052
prior_cesd only,ElasticNet,"C=1.0,l1r=0.9",0.5052
prior_cesd only,ElasticNet,"C=1.0,l1r=0.99",0.5052
prior_cesd only,ElasticNet,"C=5.0,l1r=0.1",0.5052
prior_cesd only,ElasticNet,"C=5.0,l1r=0.5",0.5052
prior_cesd only,ElasticNet,"C=5.0,l1r=0.9",0.5052
prior_cesd only,ElasticNet,"C=5.0,l1r=0.99",0.5052
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5057
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5057
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5057
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5057
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5161
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5161
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5057
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5057
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5161
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5161
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5057
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5057
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5004
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5004
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5106
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5106
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5056
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5056
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5031
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5031
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5056
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5056
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5057
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5057
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.4979
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.4979
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5054
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5054
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.4979
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.4979
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5004
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5004
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5005
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5005
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.498
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.498
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5004
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5004
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.4979
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.4979
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.498
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.498
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.4899
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.4899
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.4979
prior_cesd only,XGBoost,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.4979
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5059
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5054
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5054
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5106
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5106
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5056
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5056
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5031
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5031
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5056
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5056
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5057
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5057
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5029
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5029
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5004
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5004
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5056
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5056
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5004
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5004
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.4979
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.4979
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5004
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5004
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5005
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5005
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.498
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.498
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 3, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 5, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5003
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.4979
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'min_child_weight': 5, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.4979
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 1, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 0.8}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 1, 'subsample': 1.0, 'colsample_bytree': 1.0}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 0.8}",0.5053
prior_cesd only,XGBoost,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.1, 'min_child_weight': 3, 'subsample': 0.8, 'colsample_bytree': 1.0}",0.5053
