condition,model,params,val_bacc
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'num_leaves': 63, 'min_child_samples': 10, 'subsample': 0.6, 'colsample_bytree': 0.6, 'reg_alpha': 0.1, 'reg_lambda': 0.0}",0.4979
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.1, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 0.0, 'reg_lambda': 1.0}",0.5057
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 7, 'learning_rate': 0.05, 'num_leaves': 15, 'min_child_samples': 20, 'subsample': 0.6, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.1}",0.5004
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 7, 'learning_rate': 0.05, 'num_leaves': 31, 'min_child_samples': 30, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 1.0, 'reg_lambda': 0.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 20, 'subsample': 1.0, 'colsample_bytree': 0.6, 'reg_alpha': 0.1, 'reg_lambda': 0.0}",0.4979
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 5, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 20, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 0.0, 'reg_lambda': 1.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.05, 'num_leaves': 31, 'min_child_samples': 30, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.5003
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 5, 'learning_rate': 0.1, 'num_leaves': 63, 'min_child_samples': 30, 'subsample': 1.0, 'colsample_bytree': 0.6, 'reg_alpha': 0.0, 'reg_lambda': 0.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 5, 'learning_rate': 0.01, 'num_leaves': 63, 'min_child_samples': 10, 'subsample': 0.6, 'colsample_bytree': 1.0, 'reg_alpha': 1.0, 'reg_lambda': 0.1}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 5, 'learning_rate': 0.05, 'num_leaves': 63, 'min_child_samples': 10, 'subsample': 0.6, 'colsample_bytree': 0.8, 'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.4954
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 0.6, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.1}",0.4979
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 5, 'learning_rate': 0.1, 'num_leaves': 63, 'min_child_samples': 10, 'subsample': 1.0, 'colsample_bytree': 0.8, 'reg_alpha': 1.0, 'reg_lambda': 0.1}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01, 'num_leaves': 63, 'min_child_samples': 30, 'subsample': 0.6, 'colsample_bytree': 1.0, 'reg_alpha': 0.1, 'reg_lambda': 0.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.1, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 1.0, 'reg_lambda': 1.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'num_leaves': 63, 'min_child_samples': 30, 'subsample': 0.6, 'colsample_bytree': 0.8, 'reg_alpha': 0.0, 'reg_lambda': 1.0}",0.5004
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 20, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.1}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.05, 'num_leaves': 15, 'min_child_samples': 20, 'subsample': 0.6, 'colsample_bytree': 0.6, 'reg_alpha': 0.0, 'reg_lambda': 1.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'num_leaves': 15, 'min_child_samples': 20, 'subsample': 1.0, 'colsample_bytree': 0.6, 'reg_alpha': 0.1, 'reg_lambda': 1.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.1, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 0.6, 'colsample_bytree': 0.8, 'reg_alpha': 1.0, 'reg_lambda': 0.1}",0.5004
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.01, 'num_leaves': 15, 'min_child_samples': 30, 'subsample': 1.0, 'colsample_bytree': 0.6, 'reg_alpha': 0.0, 'reg_lambda': 1.0}",0.5057
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.1, 'num_leaves': 63, 'min_child_samples': 20, 'subsample': 1.0, 'colsample_bytree': 0.8, 'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.5003
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.05, 'num_leaves': 63, 'min_child_samples': 10, 'subsample': 1.0, 'colsample_bytree': 0.6, 'reg_alpha': 0.1, 'reg_lambda': 0.0}",0.5059
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'num_leaves': 15, 'min_child_samples': 30, 'subsample': 1.0, 'colsample_bytree': 0.6, 'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.5004
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 63, 'min_child_samples': 20, 'subsample': 1.0, 'colsample_bytree': 0.8, 'reg_alpha': 0.0, 'reg_lambda': 0.0}",0.4979
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.1, 'num_leaves': 63, 'min_child_samples': 30, 'subsample': 0.6, 'colsample_bytree': 0.8, 'reg_alpha': 1.0, 'reg_lambda': 1.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 7, 'learning_rate': 0.05, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 0.1, 'reg_lambda': 0.0}",0.4978
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'num_leaves': 15, 'min_child_samples': 10, 'subsample': 0.8, 'colsample_bytree': 0.6, 'reg_alpha': 1.0, 'reg_lambda': 1.0}",0.5057
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.05, 'num_leaves': 31, 'min_child_samples': 20, 'subsample': 1.0, 'colsample_bytree': 0.8, 'reg_alpha': 1.0, 'reg_lambda': 0.1}",0.5057
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 20, 'subsample': 0.6, 'colsample_bytree': 0.6, 'reg_alpha': 1.0, 'reg_lambda': 0.1}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'num_leaves': 31, 'min_child_samples': 30, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 1.0, 'reg_lambda': 0.1}",0.5159
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'num_leaves': 31, 'min_child_samples': 30, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 0.0, 'reg_lambda': 0.0}",0.5057
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.1, 'num_leaves': 15, 'min_child_samples': 10, 'subsample': 0.6, 'colsample_bytree': 1.0, 'reg_alpha': 1.0, 'reg_lambda': 0.0}",0.5004
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 7, 'learning_rate': 0.1, 'num_leaves': 31, 'min_child_samples': 30, 'subsample': 0.6, 'colsample_bytree': 0.6, 'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.5003
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 20, 'subsample': 0.6, 'colsample_bytree': 0.6, 'reg_alpha': 0.0, 'reg_lambda': 0.1}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 20, 'subsample': 0.6, 'colsample_bytree': 1.0, 'reg_alpha': 1.0, 'reg_lambda': 0.1}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 20, 'subsample': 0.6, 'colsample_bytree': 0.6, 'reg_alpha': 0.0, 'reg_lambda': 1.0}",0.5057
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.1, 'num_leaves': 31, 'min_child_samples': 30, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 0.0, 'reg_lambda': 1.0}",0.5003
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.1, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 0.6, 'colsample_bytree': 0.8, 'reg_alpha': 0.0, 'reg_lambda': 0.0}",0.5057
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'num_leaves': 63, 'min_child_samples': 10, 'subsample': 1.0, 'colsample_bytree': 0.6, 'reg_alpha': 0.1, 'reg_lambda': 1.0}",0.4979
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.1, 'num_leaves': 63, 'min_child_samples': 30, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 1.0, 'reg_lambda': 1.0}",0.5159
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.1, 'num_leaves': 63, 'min_child_samples': 30, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 0.1, 'reg_lambda': 0.0}",0.5057
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 20, 'subsample': 1.0, 'colsample_bytree': 0.8, 'reg_alpha': 0.0, 'reg_lambda': 0.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 0.8, 'colsample_bytree': 0.6, 'reg_alpha': 1.0, 'reg_lambda': 0.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'num_leaves': 15, 'min_child_samples': 20, 'subsample': 0.6, 'colsample_bytree': 0.8, 'reg_alpha': 0.0, 'reg_lambda': 0.1}",0.5004
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.05, 'num_leaves': 63, 'min_child_samples': 30, 'subsample': 0.8, 'colsample_bytree': 1.0, 'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 7, 'learning_rate': 0.1, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 0.0, 'reg_lambda': 0.0}",0.4977
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.1}",0.4953
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'num_leaves': 63, 'min_child_samples': 10, 'subsample': 0.6, 'colsample_bytree': 1.0, 'reg_alpha': 0.1, 'reg_lambda': 1.0}",0.4978
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.1, 'num_leaves': 63, 'min_child_samples': 30, 'subsample': 0.6, 'colsample_bytree': 0.6, 'reg_alpha': 1.0, 'reg_lambda': 1.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.05, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 0.8, 'colsample_bytree': 0.6, 'reg_alpha': 0.0, 'reg_lambda': 0.0}",0.4977
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'num_leaves': 63, 'min_child_samples': 30, 'subsample': 0.6, 'colsample_bytree': 0.6, 'reg_alpha': 0.1, 'reg_lambda': 0.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'num_leaves': 15, 'min_child_samples': 30, 'subsample': 0.6, 'colsample_bytree': 0.8, 'reg_alpha': 1.0, 'reg_lambda': 0.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 30, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 1.0, 'reg_lambda': 0.1}",0.5057
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 0.6, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.0}",0.4953
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 5, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 20, 'subsample': 0.8, 'colsample_bytree': 0.6, 'reg_alpha': 1.0, 'reg_lambda': 0.1}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'num_leaves': 15, 'min_child_samples': 10, 'subsample': 1.0, 'colsample_bytree': 0.8, 'reg_alpha': 0.1, 'reg_lambda': 1.0}",0.4954
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 5, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 30, 'subsample': 0.8, 'colsample_bytree': 1.0, 'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 0.6, 'colsample_bytree': 0.6, 'reg_alpha': 0.1, 'reg_lambda': 1.0}",0.4954
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 7, 'learning_rate': 0.05, 'num_leaves': 63, 'min_child_samples': 30, 'subsample': 0.6, 'colsample_bytree': 0.6, 'reg_alpha': 1.0, 'reg_lambda': 0.1}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 7, 'learning_rate': 0.05, 'num_leaves': 15, 'min_child_samples': 10, 'subsample': 1.0, 'colsample_bytree': 0.8, 'reg_alpha': 0.0, 'reg_lambda': 1.0}",0.4978
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.05, 'num_leaves': 63, 'min_child_samples': 30, 'subsample': 1.0, 'colsample_bytree': 0.8, 'reg_alpha': 0.1, 'reg_lambda': 0.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.05, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 1.0, 'reg_lambda': 1.0}",0.5057
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 5, 'learning_rate': 0.05, 'num_leaves': 15, 'min_child_samples': 10, 'subsample': 0.8, 'colsample_bytree': 1.0, 'reg_alpha': 1.0, 'reg_lambda': 0.1}",0.5057
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 0.6, 'colsample_bytree': 0.8, 'reg_alpha': 0.1, 'reg_lambda': 1.0}",0.5057
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05, 'num_leaves': 63, 'min_child_samples': 30, 'subsample': 1.0, 'colsample_bytree': 0.6, 'reg_alpha': 0.0, 'reg_lambda': 0.1}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.1, 'num_leaves': 15, 'min_child_samples': 10, 'subsample': 0.8, 'colsample_bytree': 1.0, 'reg_alpha': 1.0, 'reg_lambda': 0.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 63, 'min_child_samples': 10, 'subsample': 0.6, 'colsample_bytree': 1.0, 'reg_alpha': 0.1, 'reg_lambda': 0.0}",0.4979
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 15, 'min_child_samples': 10, 'subsample': 0.6, 'colsample_bytree': 1.0, 'reg_alpha': 0.1, 'reg_lambda': 1.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 5, 'learning_rate': 0.1, 'num_leaves': 31, 'min_child_samples': 20, 'subsample': 0.6, 'colsample_bytree': 0.8, 'reg_alpha': 0.0, 'reg_lambda': 0.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 15, 'min_child_samples': 20, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 1.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 30, 'subsample': 1.0, 'colsample_bytree': 0.8, 'reg_alpha': 1.0, 'reg_lambda': 0.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 1.0, 'colsample_bytree': 0.8, 'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.5059
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 5, 'learning_rate': 0.05, 'num_leaves': 31, 'min_child_samples': 30, 'subsample': 0.6, 'colsample_bytree': 0.8, 'reg_alpha': 0.1, 'reg_lambda': 1.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'num_leaves': 15, 'min_child_samples': 10, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 1.0, 'reg_lambda': 0.1}",0.5159
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 15, 'min_child_samples': 30, 'subsample': 0.8, 'colsample_bytree': 1.0, 'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'num_leaves': 63, 'min_child_samples': 20, 'subsample': 0.6, 'colsample_bytree': 0.6, 'reg_alpha': 0.0, 'reg_lambda': 0.1}",0.5004
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 1.0, 'colsample_bytree': 0.8, 'reg_alpha': 1.0, 'reg_lambda': 0.1}",0.5057
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.01, 'num_leaves': 63, 'min_child_samples': 20, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.1}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.1, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 0.8, 'colsample_bytree': 0.6, 'reg_alpha': 0.0, 'reg_lambda': 0.1}",0.5059
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.05, 'num_leaves': 63, 'min_child_samples': 20, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 1.0, 'reg_lambda': 1.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.05, 'num_leaves': 63, 'min_child_samples': 10, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 1.0, 'reg_lambda': 0.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'num_leaves': 31, 'min_child_samples': 20, 'subsample': 0.6, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 15, 'min_child_samples': 30, 'subsample': 0.8, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.1}",0.4979
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 15, 'min_child_samples': 20, 'subsample': 0.6, 'colsample_bytree': 0.6, 'reg_alpha': 1.0, 'reg_lambda': 1.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'num_leaves': 63, 'min_child_samples': 30, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 0.0, 'reg_lambda': 0.0}",0.5081
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.05, 'num_leaves': 63, 'min_child_samples': 30, 'subsample': 1.0, 'colsample_bytree': 0.8, 'reg_alpha': 0.1, 'reg_lambda': 0.0}",0.5057
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 15, 'min_child_samples': 10, 'subsample': 0.8, 'colsample_bytree': 1.0, 'reg_alpha': 1.0, 'reg_lambda': 0.0}",0.5057
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 15, 'min_child_samples': 10, 'subsample': 1.0, 'colsample_bytree': 0.6, 'reg_alpha': 0.1, 'reg_lambda': 0.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'num_leaves': 31, 'min_child_samples': 30, 'subsample': 1.0, 'colsample_bytree': 0.8, 'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.5004
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'num_leaves': 15, 'min_child_samples': 30, 'subsample': 0.8, 'colsample_bytree': 1.0, 'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.5057
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'num_leaves': 63, 'min_child_samples': 20, 'subsample': 0.6, 'colsample_bytree': 0.6, 'reg_alpha': 1.0, 'reg_lambda': 0.1}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 1.0, 'colsample_bytree': 0.6, 'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.4978
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.1, 'num_leaves': 63, 'min_child_samples': 30, 'subsample': 0.6, 'colsample_bytree': 1.0, 'reg_alpha': 1.0, 'reg_lambda': 1.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.1, 'num_leaves': 63, 'min_child_samples': 30, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 1.0, 'reg_lambda': 0.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 5, 'learning_rate': 0.05, 'num_leaves': 63, 'min_child_samples': 10, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.1, 'reg_lambda': 1.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 1.0, 'colsample_bytree': 0.6, 'reg_alpha': 0.1, 'reg_lambda': 1.0}",0.4978
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 31, 'min_child_samples': 30, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 1.0, 'reg_lambda': 1.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.01, 'num_leaves': 15, 'min_child_samples': 20, 'subsample': 1.0, 'colsample_bytree': 0.8, 'reg_alpha': 0.0, 'reg_lambda': 1.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'num_leaves': 15, 'min_child_samples': 10, 'subsample': 0.8, 'colsample_bytree': 1.0, 'reg_alpha': 0.1, 'reg_lambda': 0.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 7, 'learning_rate': 0.1, 'num_leaves': 31, 'min_child_samples': 20, 'subsample': 0.8, 'colsample_bytree': 0.6, 'reg_alpha': 0.0, 'reg_lambda': 0.0}",0.5003
prior_cesd only,LightGBM,"{'n_estimators': 50, 'max_depth': 5, 'learning_rate': 0.1, 'num_leaves': 31, 'min_child_samples': 30, 'subsample': 1.0, 'colsample_bytree': 0.6, 'reg_alpha': 0.0, 'reg_lambda': 0.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'num_leaves': 15, 'min_child_samples': 20, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 1.0, 'reg_lambda': 1.0}",0.5057
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'num_leaves': 15, 'min_child_samples': 20, 'subsample': 0.8, 'colsample_bytree': 0.8, 'reg_alpha': 0.0, 'reg_lambda': 0.1}",0.5004
prior_cesd only,LightGBM,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01, 'num_leaves': 15, 'min_child_samples': 30, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'num_leaves': 63, 'min_child_samples': 20, 'subsample': 0.6, 'colsample_bytree': 1.0, 'reg_alpha': 0.1, 'reg_lambda': 1.0}",0.498
prior_cesd only,LightGBM,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'num_leaves': 31, 'min_child_samples': 10, 'subsample': 0.6, 'colsample_bytree': 0.8, 'reg_alpha': 0.0, 'reg_lambda': 0.1}",0.4953
