Direction,N,MAE,RMSE,Bias
improving,121,7.113546534717396,8.837760099766847,6.718479050002385
stable,956,2.7628060098643545,4.047466394776524,0.1573457406905464
worsening,119,8.308650183141927,10.792224517791578,-8.095449522272688
