Direction,N,MAE,RMSE,Bias
improving,121,6.391534782135375,8.042332854899607,5.959387124914719
stable,956,2.7740494949479633,3.988553594988737,0.2141962597933853
worsening,119,7.956321663974679,10.129998146726034,-7.780314844345715
