Direction,N,MAE,RMSE,Bias
improving,121,7.048347298901778,8.763989374629478,6.554924092771388
stable,956,2.80719157067146,4.056820493507817,0.1465025614969825
worsening,119,8.06589615839969,10.376483974516033,-7.8420358320710415
